id,Timestamp,Pilihan Jadwal Kelas,Dari mana kamu mengetahui info ini ?,Status,Nama Kampus / Sekolah / Instansi,Alasan Mengikuti Bootcamp Data Science di Intelligo ID,Harapan setelah mengikuti Bootcamp,Unnamed: 0
af410c09-749d-4f0b-bdb1-f3d0e42a2b0f,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Fresh Graduates,Universitas Pancasila,"Skil , karier dan job ",bekerja dibidangnya ,272.0
2e276933-00b1-44a5-93f7-8327f3fcca83,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Umum,Universitas Pancasila,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Bisa bekerja sebagai Data Science ,273.0
899d5675-9fe8-4dde-af03-7b62ba95428c,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Fresh Graduates,ITS,Ingin mengembangkan karir di bidang Data Science ,menentukan ingin mengambil data science atau data engineering,274.0
ceb7a529-86be-4dc4-b116-38797aabd2dd,4/21/2024 9:03:51,,Instagram ads,Fresh Graduates,UNIVERSITAS NEGERI SURABAYA,belajar data sains,Paham teori dan bisa membuat project data secara end to end,275.0
f2359723-11a9-4415-8278-4adb624d9e6b,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,Gunadarma,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,Paham teori dan bisa membuat project data secara end to end,276.0
58326bf0-4f33-4c16-b328-cc206f87d423,4/19/2024 9:42:53,,Facebook,Mahasiswa,Universitas Mikroskil,"Skil , karier dan job ",menentukan ingin mengambil data science atau data engineering,278.0
5c1e8c88-6c25-4e21-99e7-98f3140d754f,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Jambi ,ingin menambah ilmu ,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,279.0
5cf62f0f-9b68-4dd7-9dd1-78727e147558,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Facebook,Fresh Graduates,Universitas Alma Ata ,Mendalami lebih dalam lagi dibidang yang saya minati,Bisa menjadi data scientist yg siap kerja,280.0
93515f8d-d789-46de-bb36-728e6b16625a,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,ITS,Ingin belajar data scientist,Bisa menjadi data scientist yg siap kerja,281.0
5d11e9c3-db2d-42ce-a4b2-676294bcab5c,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,Universitas Mayjen Sungkono ,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Bisa bekerja sebagai Data Science ,282.0
7d446322-1542-4988-929c-6542663cfe0c,4/26/2024 10:05:37,,Lain-lain,Pekerja aktif,Universitas Jambi ,Mendalami lebih dalam lagi dibidang yang saya minati,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,283.0
caa1cb22-fbe5-43dd-bba4-11dd60e108aa,3/3/2024 12:25:26,,Instagram,Pekerja aktif,PT Hiraeth Karya Indonesia,Ingin belajar data scientist,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,284.0
29db820a-86ac-4510-88f7-184d6f9dcf9c,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),LinkedIn,Mahasiswa,Universitas Widyagama Malang,Memperdalam Skill,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,285.0
b5bc6003-dc35-4ca6-b16c-1752ffb0d186,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Fresh Graduates,ITS,belajar data sains,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,286.0
6b544598-bc17-4e6f-9cd4-987f46c83902,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Lain-lain,Pekerja aktif,Universitas Alma Ata ,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,287.0
b94abf88-995e-47ac-9dae-0fc713c19fd9,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,Universitas Mayjen Sungkono ,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,Bisa bekerja sebagai Data Science ,288.0
c005b690-b142-4d65-85e4-6ae65a48024d,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,ITS,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Bisa menguasai skill bidang DS dan bisa memulai freelancer,289.0
c44794ff-60de-42e8-9ac1-d221a8ab29c0,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Mahasiswa,PENS,Ingin berkarir di bidang data,bekerja dibidangnya ,290.0
e10e6103-9fa7-4a16-bfe4-f437f8ccfdbc,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,Politeknik TEDC Bandung,Mendalami lebih dalam lagi dibidang yang saya minati,Bisa menguasai skill bidang DS dan bisa memulai freelancer,291.0
c34aed25-5a2c-400e-ba87-7168d634e3bd,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Facebook,Fresh Graduates,Universitas Widyagama Malang,Ingin mengembangkan karir di bidang Data Science ,Bisa bekerja sebagai Data Science ,292.0
d1f141a2-1152-4522-ac13-eb572de63737,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Jambi ,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Bisa bekerja sebagai Data Science ,293.0
6d494d2e-4ab9-4884-b620-e73214923863,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Lain-lain,Pekerja aktif,Universitas Widyagama Malang,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,menentukan ingin mengambil data science atau data engineering,294.0
357bbbdb-8186-4709-a792-2b49f743fad2,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Fresh Graduates,Universitas Mayjen Sungkono ,ingin menambah ilmu ,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,295.0
f4470d04-89ee-4c8e-99d8-4ed12535524b,4/24/2024 20:26:57,,Lain-lain,Mahasiswa,Universitas Jambi ,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,296.0
15500f87-5d38-4e31-b34d-fe209c3a5de4,4/17/2024 16:31:44,,Instagram,Mahasiswa,Universitas Mayjen Sungkono ,Ingin belajar data scientist,Paham teori dan bisa membuat project data secara end to end,297.0
da0a8407-c3fa-42bc-bd2b-23e1c7cde8a9,4/26/2024 18:54:33,,Lain-lain,Pekerja aktif,PENS,Ingin berkarir di bidang data,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",298.0
921eaf8b-9aee-46c9-8e43-76663964131c,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Mikroskil,Ingin mendalami ilmu data science,memahami data sains,299.0
e469cc62-5dfe-42a1-be57-e686c98e01c6,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,UNIVERSITAS NEGERI SURABAYA,belajar data sains,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,300.0
ed9b6e30-d898-4452-97e1-ccbcff4a27bb,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Umum,Universitas Mikroskil,Ingin mengembangkan karir di bidang Data Science ,menentukan ingin mengambil data science atau data engineering,301.0
40c6a39c-67fc-4202-b18e-ef0e0185bdd3,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),LinkedIn,Mahasiswa,Universitas Pancasila,Menambah Skill,menentukan ingin mengambil data science atau data engineering,302.0
9fdd2e9f-bbb9-4c36-ad62-91b8914dd0ea,4/25/2024 23:39:21,,Instagram,Mahasiswa,PENS,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,bekerja dibidangnya ,303.0
d1adf242-5e1a-4a78-9c07-f0ba06758c42,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Pekerja aktif,UNIVERSITAS NEGERI SURABAYA,Memperdalam Skill,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",304.0
3ebec66e-6765-4b6b-a97a-c0eb8314e327,4/26/2024 18:54:33,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Mahasiswa,Universitas Pekalongan ,Ingin berkarir di bidang data,Bisa bekerja sebagai Data Science ,305.0
0e97a2f7-f21a-4142-b564-eac1d55150cb,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Mahasiswa,Universitas Pekalongan ,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,306.0
91e4721c-9e62-45f6-874a-878f40489739,6/18/2024 16:35:47,,Instagram,Mahasiswa,Gunadarma,Ingin berkarir di bidang data,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",307.0
fcf4ee65-4267-4b08-bb3d-1860d83cb6e0,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Fresh Graduates,Universitas Jambi ,Memperdalam Skill,menentukan ingin mengambil data science atau data engineering,308.0
b8b1fa86-8f82-4898-a242-72dfdcfc0b75,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,Universitas Jambi ,Tertarik untuk switch career ke data analyst ,Bisa bekerja sebagai Data Science ,309.0
96491651-a46d-4fae-84ea-64c3c00a3071,4/25/2024 23:39:21,,Instagram,Mahasiswa,Universitas Pancasila,Memperdalam Skill,Bisa menguasai skill bidang DS dan bisa memulai freelancer,310.0
c6843a46-7606-45f7-a642-7dfbe9bb61cf,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Pekerja aktif,UGM,Menambah Skill,Bisa menjadi data scientist yg siap kerja,311.0
84d29b44-26c6-4b05-8a67-31831d35be32,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,ITS,belajar data sains,menentukan ingin mengambil data science atau data engineering,312.0
b8617d9b-d83b-4256-a87a-6edeaaedc6ba,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,unindra ,Ingin belajar data scientist,bekerja dibidangnya ,313.0
2c867a72-877a-4cfb-8d18-01990c6c4846,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,Universitas Alma Ata ,Menambah Skill,Bisa menguasai skill bidang DS dan bisa memulai freelancer,314.0
88f20ee0-e749-487f-a908-12f8ab47142b,4/26/2024 18:54:33,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Fresh Graduates,UGM,belajar data sains,Bisa bekerja sebagai Data Science ,315.0
e8cf2675-3727-4525-970c-77eff23acff5,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Mahasiswa,ITS,Tertarik untuk switch career ke data analyst ,Bisa bekerja sebagai Data Science ,316.0
5d6539ff-441b-46cc-af23-5b77ff05230e,4/19/2024 9:42:53,,Instagram,Fresh Graduates,Universitas Mayjen Sungkono ,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,317.0
4afd54fc-f5e7-41c3-beaf-b9b1270a218c,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,ITS,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,318.0
1b8f176a-44b5-4b9f-b3aa-7fd66e2c5697,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Mahasiswa,Universitas Alma Ata ,Ingin mendalami ilmu data science,menentukan ingin mengambil data science atau data engineering,319.0
b2120df0-7828-41fd-8a67-19bf1554d594,4/17/2024 16:31:44,,Instagram ads,Pekerja aktif,Universitas Pancasila,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,320.0
cbce132e-cb8f-4aac-a1c1-a776704aebef,2/29/2024 21:13:00,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Gunadarma,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,321.0
391319c2-41bc-4213-ba51-0e06718e1803,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Lain-lain,Fresh Graduates,Universitas Jambi ,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,menentukan ingin mengambil data science atau data engineering,323.0
8bad8df3-fd1c-47eb-a830-cd085d8918f1,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Mahasiswa,unindra ,Memperdalam Skill,menentukan ingin mengambil data science atau data engineering,324.0
1f4653ef-22c9-4df4-acae-3ce6dcf43075,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,Universitas Alma Ata ,Tertarik untuk switch career ke data analyst ,Bisa bekerja sebagai Data Science ,325.0
6f2f152e-fe85-4611-857a-528266761927,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Mahasiswa,ITS,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Bisa menjadi data scientist yg siap kerja,326.0
9c7b2243-d03e-419c-babb-f8b3ea3c8400,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,Gunadarma,Memperdalam Skill,Bisa menguasai skill bidang DS dan bisa memulai freelancer,327.0
a47a4348-5295-48e9-aea3-acb821b95f11,4/24/2024 20:26:57,,Instagram,Pekerja aktif,Universitas Alma Ata ,Ingin berkarir di bidang data,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,328.0
6e77a16f-1fc0-43a6-bf10-ef592e2084ea,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Umum,unindra ,Memperdalam Skill,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,329.0
14d84dec-8ae5-46d1-aebd-b3aa52f097ff,6/18/2024 16:35:47,,Instagram ads,Mahasiswa,Politeknik TEDC Bandung,Ingin mengembangkan karir di bidang Data Science ,Paham teori dan bisa membuat project data secara end to end,331.0
5fab557d-756e-44e7-8f28-2896570692b2,6/30/2024 8:44:28,,Website,Mahasiswa,Universitas Alma Ata ,Ingin belajar data scientist,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,332.0
5d8a1dd5-498e-47ba-8bfc-62763467a996,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Pekerja aktif,Universitas Pekalongan ,Mendalami lebih dalam lagi dibidang yang saya minati,Bisa menjadi data scientist yg siap kerja,333.0
273a109b-52b8-4925-8536-22ceb3b716dc,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Mahasiswa,Universitas Pekalongan ,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,memahami data sains,334.0
3cd61aab-db88-4ef9-8be4-5f94ff9698e7,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Jambi ,Ingin belajar data scientist,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,335.0
eb5ab705-64b5-4824-80b1-748c0c01560b,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Fresh Graduates,ITS,Ingin belajar data scientist,Bisa bekerja sebagai Data Science ,336.0
5febecf8-2d9f-471b-9303-cd8dd0f658af,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Fresh Graduates,UNIVERSITAS NEGERI SURABAYA,Tertarik untuk switch career ke data analyst ,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,337.0
6b792bd6-6f66-4692-b446-832cc13edc39,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Jambi ,Memperdalam Skill,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,338.0
606ef552-6427-489e-aec2-43a4a17643e2,4/26/2024 10:05:37,,Instagram,Mahasiswa,Universitas Mikroskil,"Skil , karier dan job ","mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",339.0
8836f623-a6e4-442f-aa50-99c436187488,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Website,Mahasiswa,Universitas Mayjen Sungkono ,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",340.0
0f1a02d0-badb-422e-a97f-76df0e23f581,4/17/2024 16:31:44,,Instagram,Pekerja aktif,ITS,Mendalami lebih dalam lagi dibidang yang saya minati,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,341.0
7fab4381-0d58-4c87-890a-00f892c6b4d3,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Pekerja aktif,Politeknik TEDC Bandung,Ingin belajar data scientist,bekerja dibidangnya ,342.0
4ff66c05-68eb-4bc1-9ed7-4ca15066eb3c,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,unindra ,Menambah Skill,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",343.0
3418969d-5c13-46ee-8df0-794019e7a64f,4/19/2024 9:42:53,,Lain-lain,Mahasiswa,Universitas Alma Ata ,Memperdalam Skill,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,344.0
95914d89-1f22-4630-8d62-91f2d8d0ed88,7/1/2024 16:14:41,,Instagram ads,Mahasiswa,Universitas Jambi ,Ingin mendalami ilmu data science,bekerja dibidangnya ,345.0
abeb14a7-d8db-429f-9acc-79ef8cdf9a02,7/1/2024 16:14:41,,Lain-lain,Pekerja aktif,PENS,Ingin mengembangkan karir di bidang Data Science ,menentukan ingin mengambil data science atau data engineering,346.0
22c4015e-dc9e-4d9e-b7f2-3a69fe57a3b8,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Mahasiswa,Gunadarma,ingin menambah ilmu ,Bisa menguasai skill bidang DS dan bisa memulai freelancer,347.0
0b5bc2f8-6b6b-4cd8-abdd-7c9350676492,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Umum,Universitas Pancasila,Ingin berkarir di bidang data,bekerja dibidangnya ,348.0
38f9af29-497a-49e7-b561-797d2a207cf0,6/18/2024 16:35:47,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Alma Ata ,ingin menambah ilmu ,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,349.0
b8711a0e-32ab-47db-aeb9-91be60b918a4,4/21/2024 9:03:51,,Instagram,Mahasiswa,UGM,Ingin mendalami ilmu data science,Bisa menjadi data scientist yg siap kerja,350.0
77a3f484-80a6-4184-b278-fc2ba7a9bc4d,7/1/2024 16:14:41,,Instagram,Mahasiswa,Gunadarma,Tertarik untuk switch career ke data analyst ,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",351.0
0d81df22-243d-48a5-829e-9b4954d5cd5b,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Facebook,Fresh Graduates,ITS,Mendalami lebih dalam lagi dibidang yang saya minati,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,352.0
b1d1a983-98bc-441f-96bf-b92fd2c78493,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,PENS,Tertarik untuk switch career ke data analyst ,bekerja dibidangnya ,353.0
4073acaa-d216-4e04-8729-bfadada4d095,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Facebook,Mahasiswa,Universitas Widyagama Malang,Mendalami lebih dalam lagi dibidang yang saya minati,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,355.0
95d5bb8d-2790-43d4-a0a3-970e5fe6ac19,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Lain-lain,Pekerja aktif,Universitas Widyagama Malang,Ingin berkarir di bidang data,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,356.0
60a29855-f1ba-4d16-a0e5-45fdc18d8780,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,Universitas Mikroskil,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,357.0
1da45063-2dc1-41f2-88ea-7f61fe7f9a19,6/18/2024 16:35:47,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,unindra ,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,memahami data sains,358.0
3ad458ed-6069-4907-a71e-efda23c5abff,4/21/2024 9:03:51,,Instagram,Mahasiswa,PT Hiraeth Karya Indonesia,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",359.0
0d5f41b7-3ab8-478c-836a-767823fd4c82,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,Universitas Pancasila,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,360.0
ec3f623a-65f2-4b0d-937b-d0d1c4325976,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,Universitas Alma Ata ,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",bekerja dibidangnya ,361.0
ce6e85c5-f384-4d46-b67e-a4ca72252a0a,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,PT Hiraeth Karya Indonesia,belajar data sains,bekerja dibidangnya ,362.0
22573f4b-b316-4b08-8b75-d05541ea7fcd,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Pekerja aktif,Gunadarma,Memperdalam Skill,memahami data sains,363.0
558a3ec4-7fbc-40e7-9553-f8cff87516c7,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Facebook,Fresh Graduates,Universitas Pekalongan ,Memperdalam Skill,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,364.0
93cc8629-4757-4a91-acbe-cb586e385c66,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Mahasiswa,Gunadarma,belajar data sains,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,365.0
ff4a3b75-5599-4d90-95f0-8a1bf29c5849,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,unindra ,Memperdalam Skill,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,366.0
a59fa924-4733-471c-8754-f6595cd0e6f1,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Mahasiswa,Universitas Pancasila,Ingin berkarir di bidang data,menentukan ingin mengambil data science atau data engineering,367.0
8c45b709-a6d6-49b8-b996-e76dc0934213,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Mahasiswa,Politeknik TEDC Bandung,belajar data sains,bekerja dibidangnya ,368.0
