id,Timestamp,Score,1. Bahasa Python bisa digunakan untuk membuat apa saja ? kecuali...,"2. Salah satu syarat dalam mendefinisikan variabel, kecuali…",3. Jenis tipe data yang bersifat numerik adalah…,"4. Python bisa digunakan di online platform, dibawah ini platform mana yang benar ?","5. Python bisa digunakan di offline platform, dibawah ini platform mana yang benar ?",6. Workflow pada Data Science disebut...,"7. Dibawah ini mana yang benar, jika kita ingin membuat teks Selamat Datang",8. Tipe data untuk mencetak bilangan pecahan adalah...,"9. Penggunaan If-Else pada Python, biasanya digunakan untuk menentukan sebuah kondisi.

Benar atau salah ?","10. Posisi if selalu berada setelah posisi else.

Benar atau salah ? ",Unnamed: 0
b52aa66d-49b6-4823-b15d-19817ab072ab,5/22/2025 21:38:20,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,250.0
e0766991-32fc-4294-b1e2-a0dff52c64f2,7/11/2024 15:38:01,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,251.0
e11ba41b-805a-4223-afa6-67c773666985,7/8/2024 21:33:17,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,252.0
37801059-5d8a-4bb8-ac44-c92f83dbfa3a,7/11/2024 15:38:01,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,253.0
11cb3da8-b076-4554-b86b-ad619773b101,1/16/2024 14:04:28,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,254.0
a997b75b-15b5-4973-bd5c-0372fd8cb344,7/8/2024 21:33:17,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,255.0
e42c716f-8970-4881-89c6-3db8a37ccd35,7/8/2024 22:00:52,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,256.0
d5bb291b-06cc-4dec-968a-ce7db7529f77,2/19/2024 6:54:48,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,257.0
adc0ba52-ad0c-4888-9527-72d7900b42bd,2/19/2024 15:50:32,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,259.0
53f8916f-1f81-4fd4-ba7e-b3574e6852eb,7/8/2024 22:00:52,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,260.0
1699c2dd-b2b5-4756-bc87-a4b933c25c01,5/17/2025 16:25:29,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,261.0
f8a5ac4a-6f9a-4356-a9d7-142b91a4c9a4,10/10/2023 19:44:21,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,262.0
0c2d68f2-4d17-4dab-b9a1-d0bdf4e10ce4,2/19/2024 12:10:43,60 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,263.0
ed2064be-7d40-4f59-9e7d-d7e7dd54b118,10/10/2023 19:44:21,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,264.0
d057bbf9-c5fa-420a-9bb9-1f6322853d1c,2/19/2024 20:00:24,70 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,265.0
f2708137-31a5-416c-bbff-7155fb5aa25c,10/10/2023 19:44:21,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,266.0
be5ec881-1245-4f55-9f25-8f76599294aa,10/10/2023 19:44:21,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,267.0
9a61b41c-a3e3-4ee1-b5d0-fd87681fe92a,2/19/2024 15:50:32,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,268.0
f6a23d22-7609-4675-b15a-07e2ac92d770,5/22/2025 19:44:24,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,269.0
5805dec2-b9a9-4314-9e19-729737c7a6c6,5/17/2025 16:25:29,70 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,270.0
984f5641-df2b-40ba-83b2-61ba8eabc65c,5/17/2025 16:25:29,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,271.0
af410c09-749d-4f0b-bdb1-f3d0e42a2b0f,7/8/2024 22:00:52,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,272.0
2e276933-00b1-44a5-93f7-8327f3fcca83,2/19/2024 20:48:08,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,273.0
899d5675-9fe8-4dde-af03-7b62ba95428c,10/10/2023 19:44:21,70 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,274.0
ceb7a529-86be-4dc4-b116-38797aabd2dd,2/19/2024 20:48:08,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,275.0
f2359723-11a9-4415-8278-4adb624d9e6b,2/19/2024 6:54:48,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,276.0
58326bf0-4f33-4c16-b328-cc206f87d423,2/19/2024 12:10:43,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,278.0
5c1e8c88-6c25-4e21-99e7-98f3140d754f,1/16/2024 14:04:28,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,279.0
5cf62f0f-9b68-4dd7-9dd1-78727e147558,7/11/2024 15:38:01,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,280.0
93515f8d-d789-46de-bb36-728e6b16625a,5/22/2025 19:44:24,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,281.0
5d11e9c3-db2d-42ce-a4b2-676294bcab5c,2/19/2024 20:00:24,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,282.0
7d446322-1542-4988-929c-6542663cfe0c,7/8/2024 22:00:52,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,283.0
caa1cb22-fbe5-43dd-bba4-11dd60e108aa,5/22/2025 19:44:24,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,284.0
29db820a-86ac-4510-88f7-184d6f9dcf9c,7/8/2024 21:33:17,60 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,285.0
b5bc6003-dc35-4ca6-b16c-1752ffb0d186,2/19/2024 12:10:43,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,286.0
6b544598-bc17-4e6f-9cd4-987f46c83902,2/19/2024 20:48:08,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,287.0
b94abf88-995e-47ac-9dae-0fc713c19fd9,7/8/2024 22:00:52,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,288.0
c005b690-b142-4d65-85e4-6ae65a48024d,10/10/2023 19:44:21,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,289.0
c44794ff-60de-42e8-9ac1-d221a8ab29c0,2/19/2024 20:48:08,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,290.0
e10e6103-9fa7-4a16-bfe4-f437f8ccfdbc,2/19/2024 15:50:32,80 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,291.0
c34aed25-5a2c-400e-ba87-7168d634e3bd,7/8/2024 21:33:17,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,292.0
d1f141a2-1152-4522-ac13-eb572de63737,7/8/2024 22:00:52,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,293.0
6d494d2e-4ab9-4884-b620-e73214923863,7/8/2024 21:33:17,80 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,294.0
357bbbdb-8186-4709-a792-2b49f743fad2,10/10/2023 19:44:21,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,295.0
f4470d04-89ee-4c8e-99d8-4ed12535524b,5/17/2025 13:04:23,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,296.0
15500f87-5d38-4e31-b34d-fe209c3a5de4,2/19/2024 20:00:24,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,297.0
da0a8407-c3fa-42bc-bd2b-23e1c7cde8a9,7/8/2024 21:33:17,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,298.0
921eaf8b-9aee-46c9-8e43-76663964131c,2/19/2024 6:59:22,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,299.0
e469cc62-5dfe-42a1-be57-e686c98e01c6,2/19/2024 15:50:32,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,"print(""Intelligo ID"")",Float,Benar,Salah,300.0
ed9b6e30-d898-4452-97e1-ccbcff4a27bb,2/19/2024 6:59:22,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,301.0
40c6a39c-67fc-4202-b18e-ef0e0185bdd3,5/22/2025 19:47:13,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,302.0
9fdd2e9f-bbb9-4c36-ad62-91b8914dd0ea,2/19/2024 6:54:48,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,303.0
d1adf242-5e1a-4a78-9c07-f0ba06758c42,5/17/2025 13:04:23,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,304.0
3ebec66e-6765-4b6b-a97a-c0eb8314e327,7/8/2024 21:33:17,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Semua Benar,Semua Benar,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,305.0
0e97a2f7-f21a-4142-b564-eac1d55150cb,2/19/2024 20:00:24,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,306.0
91e4721c-9e62-45f6-874a-878f40489739,10/10/2023 19:44:21,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,R,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,307.0
fcf4ee65-4267-4b08-bb3d-1860d83cb6e0,5/17/2025 13:04:23,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,308.0
b8b1fa86-8f82-4898-a242-72dfdcfc0b75,5/22/2025 21:38:20,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,309.0
96491651-a46d-4fae-84ea-64c3c00a3071,2/19/2024 20:00:24,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,310.0
c6843a46-7606-45f7-a642-7dfbe9bb61cf,7/8/2024 22:00:52,90 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,311.0
84d29b44-26c6-4b05-8a67-31831d35be32,5/22/2025 21:38:20,70 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,312.0
b8617d9b-d83b-4256-a87a-6edeaaedc6ba,7/8/2024 21:33:17,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,313.0
2c867a72-877a-4cfb-8d18-01990c6c4846,7/8/2024 22:00:52,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,314.0
88f20ee0-e749-487f-a908-12f8ab47142b,5/22/2025 21:38:20,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,315.0
e8cf2675-3727-4525-970c-77eff23acff5,5/22/2025 19:44:24,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,316.0
5d6539ff-441b-46cc-af23-5b77ff05230e,2/19/2024 20:48:08,70 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,317.0
4afd54fc-f5e7-41c3-beaf-b9b1270a218c,2/19/2024 12:10:43,80 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,318.0
1b8f176a-44b5-4b9f-b3aa-7fd66e2c5697,2/19/2024 6:54:48,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,319.0
b2120df0-7828-41fd-8a67-19bf1554d594,2/19/2024 12:10:43,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,320.0
cbce132e-cb8f-4aac-a1c1-a776704aebef,2/19/2024 6:54:48,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,321.0
391319c2-41bc-4213-ba51-0e06718e1803,5/17/2025 16:25:29,80 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,323.0
8bad8df3-fd1c-47eb-a830-cd085d8918f1,5/22/2025 19:47:13,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,324.0
1f4653ef-22c9-4df4-acae-3ce6dcf43075,7/8/2024 21:33:17,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,325.0
6f2f152e-fe85-4611-857a-528266761927,10/10/2023 19:44:21,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,326.0
9c7b2243-d03e-419c-babb-f8b3ea3c8400,7/11/2024 15:38:01,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,327.0
a47a4348-5295-48e9-aea3-acb821b95f11,2/19/2024 20:00:24,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,328.0
6e77a16f-1fc0-43a6-bf10-ef592e2084ea,5/22/2025 21:38:20,60 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,329.0
14d84dec-8ae5-46d1-aebd-b3aa52f097ff,2/19/2024 15:50:32,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,331.0
5fab557d-756e-44e7-8f28-2896570692b2,2/19/2024 20:48:08,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,332.0
5d8a1dd5-498e-47ba-8bfc-62763467a996,5/22/2025 19:47:13,90 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,333.0
273a109b-52b8-4925-8536-22ceb3b716dc,2/19/2024 12:10:43,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,334.0
3cd61aab-db88-4ef9-8be4-5f94ff9698e7,2/19/2024 15:50:32,70 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,335.0
eb5ab705-64b5-4824-80b1-748c0c01560b,5/22/2025 19:44:24,60 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,336.0
5febecf8-2d9f-471b-9303-cd8dd0f658af,7/11/2024 15:38:01,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,337.0
6b792bd6-6f66-4692-b446-832cc13edc39,7/8/2024 21:33:17,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,338.0
606ef552-6427-489e-aec2-43a4a17643e2,2/19/2024 6:54:48,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,339.0
8836f623-a6e4-442f-aa50-99c436187488,7/11/2024 15:38:01,60 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,340.0
0f1a02d0-badb-422e-a97f-76df0e23f581,10/10/2023 19:44:21,80 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,341.0
7fab4381-0d58-4c87-890a-00f892c6b4d3,2/19/2024 12:10:43,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,342.0
4ff66c05-68eb-4bc1-9ed7-4ca15066eb3c,5/17/2025 13:04:23,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,343.0
3418969d-5c13-46ee-8df0-794019e7a64f,10/10/2023 19:44:21,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,344.0
95914d89-1f22-4630-8d62-91f2d8d0ed88,5/17/2025 13:04:23,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,345.0
abeb14a7-d8db-429f-9acc-79ef8cdf9a02,5/22/2025 19:47:13,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Business Understanding,"print(""Intelligo ID"")",Float,Benar,Salah,346.0
22c4015e-dc9e-4d9e-b7f2-3a69fe57a3b8,7/11/2024 15:38:01,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Google Colab,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,347.0
0b5bc2f8-6b6b-4cd8-abdd-7c9350676492,5/22/2025 19:44:24,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,348.0
38f9af29-497a-49e7-b561-797d2a207cf0,7/8/2024 22:00:52,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,349.0
b8711a0e-32ab-47db-aeb9-91be60b918a4,2/19/2024 6:59:22,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,350.0
77a3f484-80a6-4184-b278-fc2ba7a9bc4d,7/11/2024 15:38:01,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,351.0
0d81df22-243d-48a5-829e-9b4954d5cd5b,7/11/2024 15:38:01,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Semua Benar,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,352.0
b1d1a983-98bc-441f-96bf-b92fd2c78493,7/11/2024 15:38:01,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,353.0
4073acaa-d216-4e04-8729-bfadada4d095,2/19/2024 20:00:24,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,355.0
95d5bb8d-2790-43d4-a0a3-970e5fe6ac19,2/19/2024 15:50:32,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,356.0
